rcid,mean_beta,q025,q975
3691,0.18900820147950081,0.07268913625464322,0.32087230443262654
3692,-0.9953784797219529,-1.2821659712676583,-0.6298084071152448
3697,-1.2699240581934914,-1.6725786953121884,-0.9105026443755144
3700,-1.1038444936924963,-1.8093906762236907,-0.5469720897382445
3709,-1.1674724233813152,-1.5499930319537973,-0.8507322825572039
3725,-0.3184019332188725,-0.5080467341014291,-0.15661212660762205
3728,0.08197491303174662,-0.03929411147179517,0.2307602687940527
3729,0.41903576966193673,0.2545619719914354,0.6067717898388416
3730,0.24102648566254273,0.09811193625611016,0.400825383188455
3731,0.19319968342661434,0.056013003869395485,0.31685090869688337
3732,0.4654742560511768,0.2755105626616955,0.6897543709092301
3736,-1.6643370763251102,-2.7858018500413793,-0.7508580451212372
3739,-0.014309895535944315,-0.15921286346354135,0.10433087157432072
3741,-0.5234473475175563,-0.7288711912776242,-0.3408355213785383
3762,-0.03996016833787521,-0.2136502315659196,0.1049032151322445
3764,-0.7850958189204748,-1.0408131963401819,-0.5173570259862535
3778,-0.9705874512947836,-1.2707811877644033,-0.6910645876145026
3784,-0.38573928849003486,-0.5858210010205471,-0.20458837250339093
3791,0.11190739766600288,-0.020166088321337924,0.2750184552705345
3792,0.4873324449223059,0.32599404469532073,0.6498550757798855
3793,0.22888646997100168,0.0978993696767553,0.37357052341775304
3794,0.42569113916373674,0.2592259706257915,0.5735844287744063
3795,0.410284348571858,0.23852094443348323,0.5942334164072995
3799,-1.1919354942781757,-1.5191783213617966,-0.831261545287798
3801,-1.501705502534967,-2.4665475503499614,-0.7230109958980584
3804,-0.5858226528402871,-0.8416501098190321,-0.3605414315706482
3805,-0.3591259160215919,-0.5722380938383956,-0.20472593232715242
3823,-0.11234174310282993,-0.29375226756270295,0.06062159821747255
3830,0.010770860403109612,-0.12765904278741091,0.1591734273568543
3843,-0.5942973394842251,-0.796895287591386,-0.356718097117281
3849,-0.6861961105670159,-0.880210253618457,-0.4680088236917644
3854,0.03634829669423538,-0.10247840096223203,0.16662804742683637
3857,-0.5170170969736774,-0.7607783205118316,-0.310185212326872
3858,-0.9322375456866889,-1.4274431404540662,-0.5666244813499869
3864,0.11995072003810979,-0.016540422289587055,0.2410610251869358
3865,-0.11595971170014119,-0.28869211712248694,0.03128605634620844
3866,0.38172408329197943,0.24861667725778247,0.5139690986083043
3867,0.46449548549896535,0.2884121478799104,0.6486454947969057
3868,0.39974339849561247,0.2277237868551707,0.5589440624765537
3869,0.24654258438771076,0.12922846036321373,0.39092891519852585
3875,0.06009054651976329,-0.04235868787786405,0.15464727100422782
3876,-0.5085706182782924,-0.7041394690745516,-0.2756508907646466
