country,session_idx,year,mean_theta,q025,q975
ISR,41,2015,6.138176222191254,3.45029953644724,11.516294616012123
ISR,42,2016,6.160407533196553,3.4823402766410267,11.524442776163275
ISR,43,2017,6.13610146134843,3.4562186971560855,11.758819421319181
ISR,44,2018,6.124251047619985,3.5208982966335878,11.681182995857887
ISR,45,2019,6.156036039970244,3.432007675519855,12.026195870773234
ISR,46,2020,6.151610249596097,3.3859905366471548,12.09184956104695
ISR,47,2021,6.139112572016708,3.333134401689629,12.153689866935451
ISR,48,2023,6.148404277038836,3.309425490288887,12.227248047439346
ISR,49,2023,6.131678233103237,3.2294279551396436,12.800188479375576
ISR,50,2024,6.142895605823745,3.271831721540935,12.511747706756445
ISR,51,2025,6.132670343791758,3.2326657159329866,12.926993943943943
ITA,0,1974,2.3129720511126632,1.7272184203299243,2.990356651254857
ITA,1,1975,2.4664701641274727,1.811157687462756,3.2272621071490795
ITA,2,1976,2.6153997755017624,1.9779460778626567,3.6092584485452255
ITA,3,1977,2.747110152565058,2.066403531169956,3.9197667384153605
ITA,4,1978,2.8860986705712386,2.1136469779181724,4.341563489245617
ITA,5,1979,3.02018327817559,2.2003740386359194,4.537068264592386
ITA,6,1980,3.151360588979928,2.3392526658332122,4.91082497195908
ITA,7,1981,3.262463985014555,2.3910003930345827,5.182817609187917
ITA,8,1982,3.323763192910403,2.3952756858564497,5.36933189930679
ITA,9,1983,3.358353036428259,2.3046573929614627,5.526910432937345
ITA,10,1984,3.3608955771999387,2.367135421744079,5.607301819740167
ITA,11,1985,3.3107280064211175,2.330172750256326,5.6627089817039025
ITA,12,1986,3.2716229880824295,2.2728204824909346,5.857725601062856
ITA,13,1987,3.2893104430821456,2.314138540471643,5.84914074564127
ITA,14,1988,3.291097220933258,2.273288050048281,5.779235486387182
ITA,15,1989,3.291860181021334,2.258590552927923,6.034874798970334
ITA,16,1990,3.2767181765317273,2.215304558068016,6.300315725471699
ITA,17,1991,3.22248290096346,2.228470413087385,5.940282863339006
ITA,18,1992,3.1587372617315235,2.208682202425364,5.686307368434998
ITA,19,1993,3.0771576926107596,2.1361210325797684,5.351837702591169
ITA,20,1994,3.0333505089748045,2.076150730176809,5.72412434223406
ITA,21,1995,2.9415212807917124,1.9385722711233988,5.702494041147002
ITA,22,1996,2.8682658060651645,1.9086653326490155,5.389546269234482
ITA,23,1997,2.8232930876377806,1.8600559156164371,5.135378674782254
ITA,24,1998,2.8101221258944924,1.8378154323344755,5.125422333961393
ITA,25,1999,2.7805972432995074,1.8756247298362931,4.883826532678776
ITA,26,2000,2.744339670203851,1.8048865067959967,4.864648948359275
ITA,27,2001,2.692443227185095,1.7688602552695922,5.047614377447042
ITA,28,2002,2.6380401595159806,1.76496637179025,4.9930337898311885
ITA,29,2003,2.602992883559261,1.6929956078345259,5.024774572941221
ITA,30,2004,2.5805166062513596,1.7260963538814258,4.8849206703667765
ITA,31,2005,2.5750969368920007,1.7270573375277596,4.670584841504186
ITA,32,2006,2.552891732336727,1.6654867731986323,4.924704925924553
ITA,33,2007,2.591758386470586,1.7076615821349954,4.935938167619719
ITA,34,2008,2.619724509337362,1.701543387627269,5.184083431493453
ITA,35,2009,2.626957938840033,1.6352343782469279,5.0814723193528115
ITA,36,2010,2.640527646143724,1.6606819971091442,5.010048198950803
ITA,37,2011,2.6430318908611437,1.7009297059990878,5.220373117476683
ITA,38,2012,2.6227018116618206,1.6491528524573988,5.0725464778131375
ITA,39,2013,2.5859343221054445,1.6195569355307102,5.107719674758538
ITA,40,2014,2.5574092979330905,1.5980411057843769,5.193828790970967
ITA,41,2015,2.5728355698203913,1.6341352331817791,5.022305440866674
ITA,42,2016,2.5618996570880186,1.6233049604357852,5.055337696353931
ITA,43,2017,2.5382004569603995,1.6113116921371433,4.849653192656314
ITA,44,2018,2.5345653567275295,1.6224903574590441,5.241249020229738
ITA,45,2019,2.5434238960469857,1.596355676694707,5.031961043805457
ITA,46,2020,2.5524350709326975,1.5702480801530174,4.868821105547022
ITA,47,2021,2.5526941551305735,1.5666679887675703,5.183213926457073
ITA,48,2023,2.56106660903361,1.5968455039683764,4.964004838099998
ITA,49,2023,2.601827675130252,1.4897040238381367,5.232888901930463
ITA,50,2024,2.6246534609805767,1.4507690268069344,5.68161630317599
ITA,51,2025,2.625590059396402,1.5099174358425296,6.2592343143883244
JAM,0,1974,0.7967080204485034,0.390361588264728,1.2959173568581173
JAM,1,1975,0.781911238785704,0.36758960400871854,1.1973755512424173
JAM,2,1976,0.8386103785629969,0.4300804540633978,1.3101310081864264
JAM,3,1977,0.876321232958947,0.528608271606702,1.2891505826126959
JAM,4,1978,0.9612454001366011,0.6054919012036208,1.6181673565111692
JAM,5,1979,1.1041618809207328,0.7025534533515316,1.6533153183498588
JAM,6,1980,1.292317613763166,0.8431316999005449,2.155543685126982
JAM,7,1981,1.6296933306964116,1.0993719662065526,2.907797075178394
JAM,8,1982,1.51571815755341,1.1010390494229743,2.5486919257589378
JAM,9,1983,1.504714732993558,1.0594429244520038,2.510837980217904
JAM,10,1984,1.5186199201308541,1.0299990104311056,2.6159904506819682
JAM,11,1985,1.4967742723367508,1.023871670132482,2.6473711602387344
JAM,12,1986,1.536701261418345,1.008957656402773,2.729107284376758
JAM,13,1987,1.5430461018281656,1.0135886245321317,2.664675347723385
JAM,14,1988,1.5622020012216808,1.0164185592163193,2.7748854301104506
JAM,15,1989,1.597787923975881,0.9970472420558881,2.8727053556672004
JAM,16,1990,1.6024108682024876,1.018359460854548,3.0455334180554026
JAM,17,1991,1.5985521792306832,0.9885917089443808,3.1145052462595806
JAM,18,1992,1.53866247238339,1.0317415618775752,2.691692082812863
JAM,19,1993,1.5617446013080196,1.0118678646090797,2.696821931995504
JAM,20,1994,1.5588109780267079,0.9913776318511052,3.0848482487104874
JAM,21,1995,1.5708204553698386,0.9934873962140283,2.947605802689459
JAM,22,1996,1.5312136511231857,0.9975353409136632,2.7884199121011637
JAM,23,1997,1.5189286808580944,0.9524606497524141,2.8744609195152653
JAM,24,1998,1.4472424271215354,0.8953355730910214,2.70254215832451
JAM,25,1999,1.415697933004532,0.8511411936107605,2.7267742299142497
JAM,26,2000,1.3963821542088484,0.8466337338372805,2.6391355954550755
JAM,27,2001,1.340777600536429,0.7804736928615881,2.4160755563967347
JAM,28,2002,1.272022199074435,0.7477624262241963,2.4730916484552554
JAM,29,2003,1.186450849735297,0.6968014995052734,2.3343321477974333
JAM,30,2004,1.0942696492065969,0.6826999566481089,2.183882695633864
JAM,31,2005,1.0596324273554234,0.6410780636195498,2.072615144262656
JAM,32,2006,1.0324467622550753,0.6103778774172223,2.0392679257190567
JAM,33,2007,1.0352679791759538,0.6562492831536004,1.9378292724336745
JAM,34,2008,1.0092907949247532,0.589309076939964,1.8981102115032413
JAM,35,2009,1.0207140617527413,0.5535530078610204,1.9472610107088122
JAM,36,2010,1.0294560417096597,0.5774658238450133,2.1553091720304747
JAM,37,2011,1.0529180327015715,0.551905034840442,2.045079441862982
JAM,38,2012,1.0712479578282605,0.580698945523993,2.0341590372882883
JAM,39,2013,1.1355874224959777,0.6556012683509942,2.2696801910286917
JAM,40,2014,1.1375461565453457,0.6554320727395649,2.145872354400448
JAM,41,2015,1.1788732509063549,0.6426853563741066,2.357626759299163
JAM,42,2016,1.2154821193224938,0.6499579704705585,2.5330877936460348
JAM,43,2017,1.2606553242926133,0.6509794273853031,2.497751892565751
JAM,44,2018,1.2484617888554326,0.7301052204746108,2.337414314663082
JAM,45,2019,1.2633437387503654,0.7641096490833432,2.4810633361012298
JAM,46,2020,1.2634835766487797,0.686597470653906,2.6569929190158668
JAM,47,2021,1.2634176479978116,0.7043796822898379,2.550898683003502
JAM,48,2023,1.2311924160269978,0.6616261785480216,2.5239891350467705
JAM,49,2023,1.2426828877667981,0.6503313384473101,2.539786565713435
JAM,50,2024,1.219403985527078,0.6603107913786737,2.5732330337020004
JAM,51,2025,1.2024188675266025,0.5790672578307869,2.5593628474155072
JOR,0,1974,0.5267880539238393,-0.1127466208969635,0.998113594676916
JOR,1,1975,0.5500152495724191,0.2019386737890848,0.8825958196382593
JOR,2,1976,0.5916650608128979,0.10015892125848215,0.9668761154579414
JOR,3,1977,0.6005447406208623,0.23048931030215292,1.0400912634351478
JOR,4,1978,0.6499595453944959,0.13172990193952933,1.2393463814233059
JOR,5,1979,0.6626215723505642,0.26564603022140354,1.0172504482984965
JOR,6,1980,0.6924443120973341,0.3805485925089533,1.2696312347275582
JOR,7,1981,0.7385295230724426,0.4594067109434377,1.3224291762851295
JOR,8,1982,0.7689491701004266,0.40976360920302773,1.4209484330648172
JOR,9,1983,0.7813592471275292,0.43516469199062974,1.5680373458518035
JOR,10,1984,0.7879404841878148,0.4695421771677898,1.5215258876129913
JOR,11,1985,0.7764477107819179,0.4091694261115413,1.432068034437936
JOR,12,1986,0.7720806586315904,0.4767269936399289,1.3229227509147043
JOR,13,1987,0.7884961888601958,0.48137452972220107,1.2996730834040575
